Frequency (Hz),Magnitude (Log Mag dB)
251551552,-103.988
251901902,-104.18
252252253,-104.5636667
252602603,-105.523
252952953,-104.336
253303304,-104.1436667
253653654,-103.952
254004004,-105.6433333
254354355,-104.6836667
254704705,-103.7246667
255055055,-104.456
255405406,-103.4963333
255755756,-105.607
256106106,-103.1126667
256456457,-103.2686667
256806807,-104.0356667
257157157,-102.309
257507508,-101.8896667
257857858,-103.808
258208208,-104.192
258558559,-104.0003333
258908909,-104.5396667
259259260,-102.429
259609610,-100.5103333
259959960,-100.6663333
260310311,-104.8876667
260660661,-102.7766667
261011011,-103.5086667
261361362,-104.468
261711712,-104.276
262062062,-103.7
262412413,-104.048
262762763,-104.4316667
263113113,-105.1993333
263463464,-106.123
263813814,-104.0123333
264164164,-104.204
264514515,-101.9013333
264864865,-102.633
265215215,-101.2896667
265565566,-102.825
265915916,-103.7483333
266266267,-102.405
266616617,-102.213
266966967,-102.369
267317318,-103.7123333
267667668,-103.9043333
268018018,-102.1776667
268368369,-101.7576667
268718719,-103.676
269069069,-104.252
269419420,-101.913
269769770,-104.5996667
270120120,-104.7916667
270470471,-103.6403333
270820821,-104.756
271171171,-104.7556667
271521522,-103.6046667
271871872,-103.3766667
272222222,-103.5686667
272572573,-104.144
272922923,-104.492
273273273,-102.9566667
273623624,-104.1083333
273973974,-104.8756667
274324325,-104.264
274674675,-105.2233333
275025025,-101.5776667
275375376,-103.652
275725726,-104.0363333
276076076,-103.6523333
276426427,-101.5416667
276776777,-103.0406667
277127127,-103.041
277477478,-104.7676667
277827828,-104.348
278178178,-104.156
278528529,-103.1966667
278878879,-103.3526667
279229229,-103.1603333
279579580,-103.1606667
279929930,-102.585
280280280,-103.8923333
280630631,-104.084
280980981,-103.5083333
281331332,-102.705
281681682,-104.6236667
282032032,-102.705
282382383,-103.856
282732733,-103.6283333
283083083,-103.2446667
283433434,-103.4363333
283783784,-103.0166667
284134134,-102.4413333
284484485,-100.906
284834835,-103.3643333
285185185,-104.5156667
285535536,-104.8996667
285885886,-104.5156667
286236236,-104.672
286586587,-103.3286667
286936937,-103.904
287287287,-103.868
287637638,-104.444
287987988,-102.717
288338339,-101.7576667
288688689,-105.367
289039039,-103.8323333
289389390,-104.7916667
289739740,-104.18
290090090,-103.4126667
290440441,-103.9883333
290790791,-102.0333333
291141141,-103.9523333
291491492,-104.72
291841842,-103.5683333
292192192,-103.916
292542543,-103.3403333
292892893,-103.1486667
293243243,-104.0723333
293593594,-103.1126667
293943944,-103.6886667
294294294,-103.4966667
294644645,-102.6926667
294994995,-104.0363333
295345346,-105.571
295695696,-104.7676667
296046046,-104.576
296396397,-105.3433333
296746747,-104.156
297097097,-104.348
297447448,-104.7316667
297797798,-103.3886667
298148148,-102.7766667
298498499,-104.12
298848849,-104.3116667
299199199,-103.1246667
299549550,-103.1246667
299899900,-103.3163333
300250250,-103.8923333
300600601,-104.4316667
300950951,-103.6643333
301301301,-102.6686667
301651652,-102.285
302002002,-102.477
302352352,-104.1676667
302702703,-103.976
303053053,-103.4006667
303403404,-103.94
303753754,-104.5153333
304104104,-103.904
304454455,-102.9446667
304804805,-104.8636667
305155155,-103.8683333
305505506,-105.0193333
305855856,-104.4436667
306206206,-104.7913333
306556557,-104.024
306906907,-103.4123333
307257257,-104.5636667
307607608,-105.3313333
307957958,-103.952
308308308,-104.144
308658659,-103.7603333
309009009,-104.6836667
309359359,-103.5326667
309709710,-102.9206667
310060060,-104.072
310410411,-102.153
310760761,-104.228
311111111,-104.42
311461462,-103.2686667
311811812,-103.2323333
312162162,-104.576
312512513,-103.5806667
312862863,-104.156
313213213,-104.7316667
313563564,-104.12
313913914,-103.7363333
314264264,-104.8873333
314614615,-104.4676667
314964965,-104.2756667
315315315,-104.8516667
315665666,-104.8156667
316016016,-104.048
316366366,-104.012
316716717,-105.547
317067067,-103.0526667
317417418,-103.976
317767768,-103.2086667
318118118,-104.3596667
318468469,-102.9803333
318818819,-105.0913333
319169169,-104.0956667
319519520,-104.2876667
319869870,-104.288
320220220,-105.0193333
320570571,-104.4436667
320920921,-104.6356667
321271271,-102.873
321621622,-104.9833333
321971972,-104.18
322322322,-104.372
322672673,-103.9883333
323023023,-103.3766667
323373373,-103.9523333
323723724,-103.9523333
324074074,-104.8756667
324424424,-104.108
324774775,-104.8393333
325125125,-104.0723333
325475476,-103.4963333
325825826,-103.4603333
326176176,-103.0766667
326526527,-104.8036667
326876877,-103.6163333
327227227,-103.4246667
327577578,-103.3883333
327927928,-104.156
328278278,-102.6206667
328628629,-103.1603333
328978979,-104.12
329329329,-103.736
329679680,-103.5086667
330030030,-103.892
330380380,-104.6236667
330730731,-103.5923333
331081081,-103.5206667
331431431,-103.988
331781782,-104.3
332132132,-103.2683333
332482483,-103.3523333
332832833,-102.8966667
333183183,-103.784
333533534,-103.9043333
333883884,-103.4126667
334234234,-103.1486667
334584585,-102.885
334934935,-102.5846667
335285285,-102.321
335635636,-102.0573333
335985986,-103.3286667
336336336,-102.453
336686687,-101.9973333
337037037,-101.3496667
337387387,-102.2013333
337737738,-101.9373333
338088088,-102.441
338438438,-101.5653333
338788789,-102.837
339139139,-101.23
339489490,-102.1173333
339839840,-101.05
340190190,-101.9373333
340540541,-101.6733333
340890891,-101.3736667
341241241,-101.11
341591592,-101.038
341941942,-100.39
342292292,-100.4746667
342642643,-101.17
342992993,-101.6736667
343343343,-101.182
343693694,-100.918
344044044,-101.6136667
344394394,-101.6973333
344744745,-100.6663333
345095095,-100.0186667
345445445,-100.714
345795796,-99.263
346146146,-98.807
346496497,-100.0783333
346846847,-99.58666667
347197197,-100.2826667
347547548,-99.443
347897898,-100.1383333
348248248,-100.0306667
348598599,-99.57466667
348948949,-100.0786667
349299299,-99.395
349649650,-98.55566667
350000000,-99.251
240000000,-109.6123333
240720721,-102.321
241441441,-102.129
242162162,-109.2286667
242882883,-97.716
243603604,-95.797
244324324,-107.8856667
245045045,-108.4616667
245765766,-106.7343333
246486486,-106.1586667
247207207,-103.664
247927928,-102.3213333
248648649,-102.513
249369369,-103.856
250090090,-103.4723333
250810811,-104.048
251531532,-99.059
252252252,-105.775
252972973,-106.9263333
253693694,-107.502
254414414,-102.897
255135135,-105.0073333
255855856,-101.7456667
256576577,-103.856
257297297,-101.3613333
258018018,-101.9373333
258738739,-102.129
259459459,-103.6643333
260180180,-104.4316667
260900901,-105.0076667
261621622,-102.129
262342342,-106.351
263063063,-104.4316667
263783784,-102.1293333
264504505,-104.048
265225225,-104.0476667
265945946,-102.129
266666667,-101.3616667
267387387,-99.82633333
268108108,-103.0886667
268828829,-105.775
269549550,-104.24
270270270,-105.1993333
270990991,-107.1183333
271711712,-105.3913333
272432432,-107.502
273153153,-105.5833333
273873874,-102.321
274594595,-101.3616667
275315315,-105.775
276036036,-103.856
276756757,-103.4723333
277477477,-105.1993333
278198198,-106.3506667
278918919,-104.24
279639640,-105.967
280360360,-103.0886667
281081081,-103.4723333
281801802,-102.513
282522523,-102.7046667
283243243,-102.321
283963964,-103.6643333
284684685,-102.7046667
285405405,-103.664
286126126,-104.048
286846847,-105.199
287567568,-106.7346667
288288288,-105.1993333
289009009,-105.583
289729730,-104.8156667
290450450,-105.0073333
291171171,-100.978
291891892,-90.23266667
292612613,-92.535
293333333,-101.3616667
294054054,-105.775
294774775,-105.0073333
295495495,-104.8156667
296216216,-105.3913333
296936937,-105.775
297657658,-105.967
298378378,-106.9263333
299099099,-107.31
299819820,-104.2396667
300540541,-103.2803333
301261261,-104.24
301981982,-101.7453333
302702703,-103.856
303423423,-104.6236667
304144144,-104.8156667
304864865,-106.5423333
305585586,-105.9666667
306306306,-108.845
307027027,-108.2696667
307747748,-105.1993333
308468468,-105.0073333
309189189,-104.432
309909910,-104.8156667
310630631,-108.2693333
311351351,-105.775
312072072,-107.118
312792793,-102.321
313513514,-83.90033333
314234234,-109.8046667
314954955,-106.3506667
315675676,-105.583
316396396,-104.8153333
317117117,-96.56433333
317837838,-94.262
318558559,-103.2806667
319279279,-104.24
320000000,-101.5536667
320720721,-111.5313333
321441441,-111.1476667
322162162,-112.8746667
322882883,-112.2986667
323603604,-110.9556667
324324324,-111.5316667
325045045,-111.5313333
325765766,-111.3396667
326486486,-110.3803333
327207207,-110.1883333
327927928,-110.9556667
328648649,-113.0663333
329369369,-112.6826667
330090090,-111.915
330810811,-113.8343333
331531532,-115.1773333
332252252,-114.026
332972973,-113.642
333693694,-112.2986667
334414414,-112.6826667
335135135,-113.0666667
335855856,-113.6423333
336576577,-112.4906667
337297297,-114.026
338018018,-114.9853333
338738739,-115.369
339459459,-116.5206667
340180180,-106.7343333
340900901,-103.2803333
341621622,-112.1073333
342342342,-110.9556667
343063063,-111.1476667
343783784,-109.229
344504505,-108.845
345225225,-109.9966667
345945946,-112.4906667
346666667,-114.4096667
347387387,-116.1366667
348108108,-116.3286667
348828829,-115.561
349549550,-113.0666667
350270270,-111.915
350990991,-112.8746667
351711712,-111.915
352432432,-110.956
353153153,-110.956
353873874,-113.642
354594595,-114.6013333
355315315,-114.6016667
356036036,-115.9446667
356756757,-116.904
357477477,-115.369
358198198,-114.7936667
358918919,-113.834
359639640,-109.8046667
360360360,-105.9666667
361081081,-111.5313333
361801802,-113.834
362522523,-104.432
363243243,-103.2806667
363963964,-101.17
364684685,-105.0073333
365405405,-117.8636667
366126126,-114.6016667
366846847,-113.834
367567568,-114.6016667
368288288,-113.6423333
369009009,-112.6826667
369729730,-107.694
370450450,-111.9153333
371171171,-110.1883333
371891892,-116.904
372612613,-116.904
373333333,-118.631
374054054,-118.631
374774775,-116.7123333
375495495,-115.3693333
376216216,-114.7936667
376936937,-113.0663333
377657658,-114.2176667
378378378,-115.561
379099099,-115.369
379819820,-115.945
380540541,-116.1366667
381261261,-116.5203333
381981982,-117.6716667
382702703,-118.2473333
383423423,-117.4796667
384144144,-115.945
384864865,-115.9446667
385585586,-116.3283333
386306306,-114.6013333
387027027,-115.1773333
387747748,-114.6016667
388468468,-115.369
389189189,-111.915
389909910,-112.4906667
390630631,-114.4096667
391351351,-116.5206667
392072072,-115.3693333
392792793,-114.7933333
393513514,-114.9853333
394234234,-114.9853333
394954955,-112.491
395675676,-116.1366667
396396396,-116.9043333
397117117,-116.1366667
397837838,-91.95966667
398558559,-95.797
399279279,-115.5606667
400000000,-116.5206667
400720721,-117.6716667
401441441,-117.4796667
402162162,-116.137
402882883,-115.369
403603604,-117.48
404324324,-116.712
405045045,-117.6716667
405765766,-117.8636667
406486486,-118.0556667
407207207,-117.48
407927928,-116.7123333
408648649,-117.096
